city,arrondissement,price,area,rooms,bathrooms,url
marrakech,Guéliz,1154300.0,97.0,3.0,2.0,https://www.mubawab.ma/fr/pa/7152705/appartement-de-98m%C2%B2-en-vente-gu%C3%A9liz
marrakech,,,,,,https://www.mubawab.ma/fr/p/4094/menzah-annakhil-tranche-2
marrakech,Hivernage,2432500.0,69.0,2.0,2.0,https://www.mubawab.ma/fr/pa/7906279/vente-d-un-bel-appartement-%C3%A0-hivernage-surface-totale-69-m%C2%B2
marrakech,Guéliz,1087500.0,87.0,2.0,2.0,https://www.mubawab.ma/fr/pa/7661782/appartement-de-85m-en-vente-jnane-el-ali-gu%C3%A8liz
marrakech,Agdal,2200000.0,120.0,2.0,1.0,https://www.mubawab.ma/fr/pa/7591970/appartement-de-120-m%C2%B2-en-vente-r%C3%A9sidence-riad-garden
marrakech,Guéliz,1575000.0,61.0,1.0,1.0,https://www.mubawab.ma/fr/pa/7915639/appartement-en-vente-%C3%A0-gu%C3%A9liz-1-chambre
marrakech,Guéliz,1675000.0,65.0,1.0,1.0,https://www.mubawab.ma/fr/pa/7915633/superbe-appartement-%C3%A0-vendre-%C3%A0-gu%C3%A9liz-surface-de-64-m%C2%B2
marrakech,Guéliz,1600000.0,110.0,3.0,2.0,https://www.mubawab.ma/fr/a/7942163/appartement-%C3%A0-vendre-limite-plaza
marrakech,Hivernage,1450000.0,103.0,2.0,1.0,https://www.mubawab.ma/fr/a/7938913/appartement-%C3%A0-vendre-en-plein-hivernage
marrakech,Hivernage,2844000.0,122.0,2.0,2.0,https://www.mubawab.ma/fr/pa/7909530/superbe-appartement-%C3%A0-vendre-%C3%A0-hivernage-surface-totale-122-m%C2%B2
marrakech,Guéliz,971500.0,67.0,2.0,1.0,https://www.mubawab.ma/fr/pa/7708899/appartement-%C3%A0-vendre-%C3%A0-gu%C3%A8liz-superficie-67m%C2%B2
marrakech,Guéliz,1375000.0,110.0,3.0,2.0,https://www.mubawab.ma/fr/pa/7662107/appartement-de-110-m%C2%B2-en-vente-jnane-el-ali-gu%C3%A8liz
marrakech,Agdal,2100000.0,127.0,3.0,2.0,https://www.mubawab.ma/fr/a/7930414/dans-tr%C3%A8s-belle-r%C3%A9sidence-gard%C3%A9e-magnifique-appartement-3-chambres-grande-terrasse
marrakech,Guéliz,1600000.0,68.0,2.0,2.0,https://www.mubawab.ma/fr/a/7922807/au-c%C5%93ur-de-gu%C3%A9liz-proche-march%C3%A9-au-fleurs-programme-immobilier-neuf-prestations-haut-de-gamme
